SET_NAME,YEAR,THEME,UNIQUE_PARTS,TOTAL_PARTS,UNIQUENESS
"Crossing, Gray 4.5v",1980,4.5V,1,2,0.500000
2 x 8 Light Gray Bricks,2003,Bulk Bricks,0,1,0.000000
Fight on the Flying Wing,2009,Raiders of the Lost Ark,2,168,0.011905
Darth Vader Transformation,2005,Star Wars Episode 3,1,44,0.022727
Onewa,2001,Turaga,0,17,0.000000
LEGO Star Wars Character Encyclopedia: Updated and Expanded,2015,Books,3,6,0.500000
Medium Bulk Bucket,1997,Basic Set,0,49,0.000000
Customized Pick up Truck,2014,Technic,0,153,0.000000
Pear,2007,Creator,0,7,0.000000
Sleeping Beauty's Fairy Tale,2014,Disney Princess,2,37,0.054054
Werewolf Ambush,2002,Studios,2,73,0.027397
ESSO Filling Station,1956,Town Plan,0,30,0.000000
Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,Pirates,0,2,0.000000
Child's Bedroom,1974,Homemaker,0,36,0.000000
1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version),1962,Architecture,0,4,0.000000
Oil Rig Escape,2012,Cars,7,206,0.033981
Year Of The Sheep,2015,Creature,0,41,0.000000
WeDo Robotics Tilt Sensor,2009,WeDo,0,1,0.000000
Silver Mine Shootout,2013,The Lone Ranger,12,206,0.058252
Advent Calendar 2008 Castle (Day 10) - Dwarf with Pick Axe,2008,Castle,0,6,0.000000
Moon Walker,1995,Launch Command,0,25,0.000000
Advent Calendar 2008 City (Day 15) Underwater Scooter,2008,City,0,10,0.000000
Onua Uniter of Earth,2016,Bionicle,1,65,0.015385
Ice Crossbow,2015,Legends of Chima,0,20,0.000000
Clone Troopers vs. Droidekas,2013,Star Wars Episode 2,2,66,0.030303
Cement Mixer,1985,Construction,0,49,0.000000
Fire Brigade,2009,Modular Buildings,0,351,0.000000
The Cave,2014,Minecraft,0,63,0.000000
Guardian of the Deep,2010,Atlantis,1,80,0.012500
Venomari Shrine,2012,Ninjago,0,43,0.000000
TCS Breakdown Assistance,1986,Traffic,0,109,0.000000
Lighthouse Island,2011,Creator,0,169,0.000000
Dragster Transporter,2017,City,3,161,0.018634
Remote-Controlled Volvo L350F Wheel Loader,2014,Construction,1,190,0.005263
Gorilla Suit Guy - Complete Set,2011,Series 3 Minifigures,0,6,0.000000
Dust,2000,RoboRiders,0,25,0.000000
2 x 4 Bricks,1955,Supplemental,0,4,0.000000
Football Player - Complete Set,2012,Series 8 Minifigures,3,8,0.375000
Town Center Set with Roadways,1972,Building,5,105,0.047619
Pit Droid™ / Star Wars Pit Droid,2000,Star Wars,1,64,0.015625
Zero Tornado & Hot Rock,2002,Drome Racers,3,39,0.076923
Practice Shooting,2003,Basketball,0,15,0.000000
LOM Building B,2014,LEGO Brand Store,1,63,0.015873
Octan Twin Tank Rail Tanker,1993,9V,1,78,0.012821
Night Driver,2007,Tiny Turbos,0,20,0.000000
Spider-Helicopter Rescue,2014,Spider-Man,7,140,0.050000
Taxi Station,1976,Building,2,51,0.039216
Streetball 2 vs 2,2003,Basketball,0,58,0.000000
Busy City - Master Builders (Masterbuilders),2000,Construction,1,55,0.018182
Ogel Mutant Killer Whale,2002,Mission Deep Sea,1,41,0.024390
Baseball Player - Complete Set,2011,Series 3 Minifigures,5,6,0.833333
White Boba Fett Figure,2010,Star Wars,2,5,0.400000
Handcar,1998,9V,3,20,0.150000
Advent Calendar 2011 City (Day 24) Santa and Fireplace,2011,City,0,15,0.000000
Ivan Mater,2012,Cars,4,38,0.105263
Heart 2008,2008,Valentine,0,12,0.000000
Nelson Muntz,2014,The Simpsons,3,5,0.600000
Space Swarmer,2013,Galaxy Squad,0,52,0.000000
Black Slopes 33 3 x 1 and 3 x 3,2003,Bulk Bricks,0,2,0.000000
Mission 8: Volcano Base,2008,Agents,5,240,0.020833
"Advent Calendar 2013, Friends (Day  9) - Basket",2013,Friends,0,16,0.000000
LEGO® DIMENSIONS™ Cyborg™ Fun Pack,2015,Dimensions,1,36,0.027778
Evil Robot - Complete Set,2012,Series 8 Minifigures,3,8,0.375000
Separatist Spider Droid,2008,Star Wars Clone Wars,2,78,0.025641
Advent Calendar 2010 Kingdoms (Day  7) - Queen with Frog,2010,Castle,0,7,0.000000
Tow Trasher,2007,Power Racers,0,69,0.000000
Universal Building Set,1979,Basic Set,0,50,0.000000
Circus Acrobat Polybag,2013,Duplo,0,3,0.000000
"Steam Cargo Train, battery",1985,4.5V,0,143,0.000000
Electric Switches and Tiles,1986,Technic,0,4,0.000000
Passenger Plane - SAS Version,2003,Airport,0,76,0.000000
Shell Gas Pump,1978,Station,0,12,0.000000
Double Crossover Track,2007,RC Train,1,2,0.500000
Lego Brickmaster Atlantis (Hardcover),2010,Books,0,81,0.000000
Republic Fighter Tank,2008,Star Wars Clone Wars,0,176,0.000000
Clone Turbo Tank,2014,Star Wars Episode 3,0,42,0.000000
Construct-a-Buzz,2010,Toy Story,5,79,0.063291
Pleasure Cruiser,1994,Recreation,0,41,0.000000
Naboo N-1 Starfighter and Vulture Droid,2007,Star Wars Episode 1,0,120,0.000000
Advent Calendar 2011 Star Wars (Day 20) - TIE Fighter,2011,Star Wars,0,8,0.000000
Lego Duck,2011,Other,0,47,0.000000
Batman: Scarecrow Harvest of Fear,2016,Batman,13,243,0.053498
"Advent Calendar 2013, Friends (Day 10) - Friends Accessories",2013,Friends,0,13,0.000000
Invizable Gold Getaway,2015,Ultra Agents,2,105,0.019048
Advent Calendar 2006 City (Day  2) Traffic Control Sticks,2006,City,0,5,0.000000
LEGO Store Grand Opening Exclusive Set Fashion Valley San Diego CA,2011,LEGO Brand Store,3,15,0.200000
Misfortune’s Keep,2016,Ninjago,8,323,0.024768
8 Danish Named Beams,1955,Supplemental,4,8,0.500000
Helicopter,2000,Basic Model,0,7,0.000000
Go-Kart,1997,Race,0,30,0.000000
World Team Player - Limited Edition (England),1998,Soccer,0,4,0.000000
FLL Trophy Small,2013,FIRST LEGO League,1,25,0.040000
Toa Mahri Nuparu,2007,Toa Mahri,0,24,0.000000
Skateboard Vert Park Challenge,2003,Gravity Games,2,45,0.044444
World Grand Prix Racing Rivalry,2011,Cars,0,71,0.000000
Inika Toa Hahli,2006,Toa Inika,5,26,0.192308
Extra 9 Volt Motor,1991,Technic,0,1,0.000000
Target Practice,2010,Kingdoms,0,28,0.000000
Forest Maiden - Complete Set,2013,Series 9 Minifigures,4,7,0.571429
2 x 2 Sand Red Bricks,2001,Bulk Bricks,0,1,0.000000
Idea Book 250,1987,Books,1,1,1.000000
Shell Car Transporter,1999,Gas Station,1,57,0.017544
Blue Building Plate 32 x 32,2010,Supplemental,0,1,0.000000
Blackmobile with motor,1998,Znap,0,27,0.000000
Magma Monster,2010,Game,4,51,0.078431
Maggie,2015,The Simpsons,1,4,0.250000
Keys for Wind-Up Motor,1982,Service Packs,0,1,0.000000
Cole DX,2011,Ninjago,4,20,0.200000
Corporate Alliance Tank Droid,2013,Star Wars Episode 3,2,92,0.021739
Formula 1 Racer,1977,Factory,0,25,0.000000
Com-Link Cruiser,1999,Space Port,0,41,0.000000
Snowman Ornament,2005,Christmas,0,15,0.000000
Plates 2x2 with Wire 9 V 26 cm,1992,Technic,0,1,0.000000
CHI Razar,2013,Constraction,2,26,0.076923
"LEGO Basic Bricks, Limited Edition",2010,Basic Set,0,53,0.000000
Monthly Mini Model Build November 2014 - Rocket,2014,Monthly Mini Model Build,0,24,0.000000
Lewt,2016,Series 8,0,30,0.000000
"Hinges, Turntables and Couplings",1991,Service Packs,0,12,0.000000
Advent Calendar 2006 City (Day  4) Airport Ground Crew,2006,City,0,8,0.000000
Millimy the Fairy,1999,Fairy-Tale,0,11,0.000000
Advent Calendar 2002 Creator (Day 14) Jet Ski,2002,Creator,0,10,0.000000
Castaway's Raft,1989,Pirates I,0,32,0.000000
Treasure Chest,1992,Crusaders,0,19,0.000000
Pamela's Picnic Time,1997,Recreation,0,8,0.000000
Cargo Plane,2008,Cargo,0,146,0.000000
Police Helicopter,2011,Police,1,152,0.006579
Space Port Accessories,1999,Town,0,13,0.000000
Valentine Letter Set,2011,Valentine,0,6,0.000000
Tow Truck and Car,1972,Factory,0,19,0.000000
Sir Jayko,2005,Knights Kingdom II,4,21,0.190476
Service Team - 2 Bikers with Service Tools,2000,Sports,0,39,0.000000
"Advent Calendar 2001, Creator (Day 10) Dinosaur",2001,Advent Sub-Set,0,5,0.000000
Claw Digger,2009,Power Miners,0,83,0.000000
Ferrari F1 Racer 1:10 Scale,2004,Ferrari,1,131,0.007634
Andrea's Beach Lounge,2014,Friends,0,27,0.000000
"LEGO Store Grand Opening Exclusive Set, South Shore Plaza, Braintree, MA",2008,LEGO Brand Store,0,36,0.000000
2 x 2 Plates - Light Gray (cardboard box version),1963,Supplemental,0,1,0.000000
Fire Lord,2011,Villains,1,48,0.020833
Robotics Discovery Set,1999,RCX,1,109,0.009174
Kongu [McDonald's Promo Set #5],2001,Tohunga,1,7,0.142857
Truck Stop,1998,Traffic,5,82,0.060976
Crown Gears,1981,Technic,0,1,0.000000
Space Elements,1993,Space,0,21,0.000000
Large Brick Box,2007,Basic Set,0,116,0.000000
Perry Panda & Chester Chimp,1981,Fabuland,2,5,0.400000
Basic School Pack - 773 elements with teacher's manual,1985,Universal Building Set,0,121,0.000000
Blaze Commander,1995,Fire,0,33,0.000000
Toa Nuju,2004,Toa Metru,0,21,0.000000
Ferrari 250 GTO,2014,Promotional,2,24,0.083333
Advent Calendar 2000 (Day 16) Plane,2000,Advent Sub-Set,0,8,0.000000
XXL 250 Canister,2005,Basic Set,0,16,0.000000
Cookie Cart,2016,Friends,0,21,0.000000
Control System Building Set,1993,Technic,0,71,0.000000
Kanoka Disk Launcher Pack,2004,Supplemental,0,4,0.000000
Mini Hogwarts Express,2011,Harry Potter,0,27,0.000000
Motor Box,2006,Supplemental,0,45,0.000000
Western Emmet,2014,The LEGO Movie,2,5,0.400000
Turbo I,1997,Race,0,51,0.000000
Red Baron,2002,Sculptures,1,185,0.005405
Motor-Mount Plate with Magnetic Couplers,1981,Train,0,3,0.000000
Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush,2010,City,0,8,0.000000
Fire Emergency Van,1978,Fire,0,36,0.000000
Cathy Cat's & Morty Mouse's Cottage,1979,Fabuland,0,26,0.000000
Pirate Elements,1990,Pirates,0,21,0.000000
Extra Large Tires & Hubs,1982,Technic,0,2,0.000000
Tahu Uniter of Fire,2016,Bionicle,1,52,0.019231
Fisherman's Cottage,1985,Fabuland,2,20,0.100000
35th Anniversary Bucket,1998,Freestyle,0,120,0.000000
Lewa - With mini CD-ROM,2001,Toa,0,23,0.000000
Exxon Tow Truck,1980,Traffic,0,38,0.000000
Spy Shark,1996,Aquasharks,0,38,0.000000
Baby Iguanodon,2001,Dinosaurs,0,15,0.000000
2 x 4 Plates - Trans-Clear (architectural hobby und modelbau version),1962,Architecture,0,3,0.000000
Glove World,2011,SpongeBob SquarePants,4,72,0.055556
Shell Tanker,1999,Gas Station,0,56,0.000000
Fikou (Tree-Spider),2003,Bionicle,0,6,0.000000
Ramboll Oil Platform,2008,Other,0,74,0.000000
Town Plan,2008,Town Plan,0,458,0.000000
Sky Flyer I,1998,Airport,0,23,0.000000
Turtle Lair,2014,Juniors,3,69,0.043478
Stealth Hunter,2006,Exo-Force,1,91,0.010989
Outrigger Construction Crane,2003,Construction,3,39,0.076923
Zombie Car,2012,Monster Fighters,0,39,0.000000
Advent Calendar 2003 Creator (Day  3) Penguin,2003,Creator,0,8,0.000000
Electronic Control Unit (Forward/Backward - Stop),1969,4.5V,0,6,0.000000
Ice Cream Machine,2014,The LEGO Movie,6,137,0.043796
Ship,2000,Basic Model,0,6,0.000000
Advent Calendar 2009 City (Day 10) Letter Carrier,2009,City,0,5,0.000000
E-Motor with Gear Reduction Ratio 9.5 : 1,2010,Supplemental,0,1,0.000000
Play Mat with Drawstring,1977,Supplemental,0,1,0.000000
LEGO Store Grand Opening Exclusive Set Liverpool UK,2011,LEGO Brand Store,0,8,0.000000
Advent Calendar 2003 Creator (Day  7) Spaceship,2003,Creator,0,8,0.000000
Bi-Wing Blaster,1998,Insectoids,2,67,0.029851
Spy-Bot,1987,Classic Space,0,32,0.000000
Nitro Muscle,2007,Power Racers,1,98,0.010204
Micro Wheels,2003,Designer Sets,0,88,0.000000
Wookiee Gunship,2016,Star Wars Rebels,0,48,0.000000
Universal Joints (Pack of 10),2002,Technic,0,1,0.000000
The Council of Elrond,2013,The Fellowship of the Ring,8,109,0.073394
Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},2006,Bionicle,0,13,0.000000
Family Room,1979,Homemaker,2,82,0.024390
Advent Calendar 2014 Star Wars (Day 13) - Luke Skywalker,2014,Star Wars,0,4,0.000000
Pizza Planet Truck,2010,Duplo,3,11,0.272727
LEGOLAND Picture Frame - Florida Edition,2013,Legoland,0,56,0.000000
Basic Bricks with Fun Figures,2009,Supplemental,0,69,0.000000
Mobile Command Trailer,1986,Classic Space,0,36,0.000000
Town and Space Equipment,1991,Service Packs,0,20,0.000000
Wyplash,2011,Ninjago,6,21,0.285714
Painted Trees and Bushes,1955,Supplemental,3,6,0.500000
Batman and Joker Minifig Pack - San Diego Comic-Con 2008 Exclusive,2008,Batman,0,9,0.000000
Rescue Helicopter and Jeep,1998,Recreation,0,73,0.000000
4 x 4 Corner Bricks,1958,Supplemental,0,5,0.000000
9v Motor with gear reduction,1998,Technic,0,1,0.000000
Chauchilla Cemetery Battle,2009,Kingdom of the Crystal Skull,3,91,0.032967
Gear Grinders,2005,Designer Sets,0,82,0.000000
Advent Calendar 2008 Castle  (Day 7) - Castle Soldier with Sword,2008,Castle,0,6,0.000000
"Cross Axles, Nuts",1989,Technic,0,4,0.000000
Monthly Mini Model Build May 2013 - Kingfisher,2013,Monthly Mini Model Build,0,14,0.000000
Space Explorers,1994,Supplemental,0,32,0.000000
2 x 2 Roof Tiles Steep Sloped Red,2003,Bulk Bricks,0,1,0.000000
Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,2004,Clikits,0,3,0.000000
Pretzel Girl - Complete Set,2013,Series 11 Minifigures,5,7,0.714286
"Advent Calendar 2013, City (Day  1)",2013,City,0,7,0.000000
Red Rover Tires and Hubs (4 tires 4 hubs),2002,Service Packs,0,2,0.000000
TECHNIC Pneumatic Piston Cylinder 60mm,1985,Technic,0,1,0.000000
Heart 2010,2010,Valentine,0,9,0.000000
Small Ship Set,1973,Minitalia,0,11,0.000000
Garbage Truck Getaway,2010,Toy Story,10,133,0.075188
Horseback Rider - Team GB Complete Set with Stand and Accessories,2012,Team GB,3,6,0.500000
Millennium Falcon™,2015,Star Wars,9,294,0.030612
Tug Boat,1982,Boat,1,44,0.022727
Little Plane,2016,Duplo,0,12,0.000000
Kurahk,2003,Rahkshi,0,21,0.000000
Imperial Star Destroyer,2006,Star Wars Episode 4/5/6,2,247,0.008097
Fire Station,2013,Fire,0,283,0.000000
City Airport -City Logo Box,2004,Airport,0,338,0.000000
Monster Crusher,2005,Tiny Turbos,2,27,0.074074
Auto Service Station,1980,Traffic,0,59,0.000000
V-TOL,1997,Airport,1,51,0.019608
"Advent Calendar 2012, Friends (Day 8) - Table with Stool",2012,Friends,0,6,0.000000
Alpha Team Navigator and ROV,2002,Mission Deep Sea,1,56,0.017857
Set K1062 Activity Booklet,1981,Town,1,1,1.000000
Table and Chairs,1974,Homemaker,0,9,0.000000
"Advent Calendar 2001, Creator (Day 11) Speedboat",2001,Advent Sub-Set,0,8,0.000000
Accessory Motor for Boats,2004,Supplemental,0,1,0.000000
Painter - Complete Set,2013,Series 10 Minifigures,3,9,0.333333
Building Crane,2006,Construction,1,194,0.005155
Extreme Team Raft,1998,Extreme Team,0,15,0.000000
Egyptian Queen - Complete Set,2011,Series 5 Minifigures,4,6,0.666667
Advent Calendar 2010 City (Day 21) Toy Train Car Yellow,2010,City,0,9,0.000000
Holiday Home,1987,Building,0,157,0.000000
Medic and Patient,2007,Hospital,0,20,0.000000
Rebel Combat Frigate,2016,Star Wars Rebels,7,228,0.030702
Booster,1999,Insectoids,0,16,0.000000
Glam Metal Batman™,2017,Batman,4,8,0.500000
Vastus,2009,Glatorian Legends,3,33,0.090909
Race for the Stolen Treasure,2008,Raiders of the Lost Ark,1,102,0.009804
Panrahk,2003,Rahkshi,0,21,0.000000
Tahnok Va (Kabaya Promotional),2002,Bohrok Va,0,18,0.000000
Winter Village Market [Initial Release],2013,Christmas,4,283,0.014134
The Mill,2011,Pirates of the Caribbean,8,113,0.070796
Laser Mech,2016,Series 15 Minifigures,7,9,0.777778
Rebel Snowspeeder [Redesign] - Blue box,2003,Star Wars Episode 4/5/6,0,108,0.000000
Space Digger,1981,Classic Space,0,22,0.000000
Monster Truck,2013,Technic,1,66,0.015152
TC-4,2014,Minifig Pack,2,3,0.666667
Takua and Pewku,2003,Titans,0,66,0.000000
Storage Case,1984,Supplemental,0,1,0.000000
Jumping Giant,2005,Power Racers,0,63,0.000000
WeDo 2.0 Tilt Sensor,2016,WeDo,0,1,0.000000
Advent Calendar 2007 City (Day 12) Hand Truck and Load,2007,City,0,7,0.000000
Gas Stop Shop,1995,Station,0,113,0.000000
Whale,2007,Creator,0,19,0.000000
Building Bonanza,2004,Building,0,82,0.000000
"1 x 3 x 2 Window, Red or White",1966,Supplemental,0,2,0.000000
Rahaga Pouks,2005,Rahaga,0,19,0.000000
Yoda's Hut,2016,Star Wars,0,23,0.000000
Wheels and Bearings,1994,Service Packs,0,7,0.000000
Lego Brickmaster - The Quest for CHI,2013,Books,0,93,0.000000
8 Curved 12V Conducting Rails,1969,12V,0,1,0.000000
Friction Connector Pegs (Pack of 100),2002,Technic,0,1,0.000000
Night Racer,2005,Power Racers,0,43,0.000000
Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,2014,Star Wars,0,21,0.000000
Darth Vader's TIE Fighter,2009,Star Wars Episode 4/5/6,1,67,0.014925
Sabah Promotional Set: Aircraft,1997,Basic Model,0,8,0.000000
Octan Gas Station,1997,Gas Station,2,73,0.027397
Cross Roads Plates,1980,Supplemental,0,1,0.000000
Santa,2012,Creator,0,40,0.000000
Town Plan - Continental European,1961,Town Plan,0,83,0.000000
Jessie's Round-Up,2010,Duplo,0,14,0.000000
LEGOLAND Picture Frame - Billund Edition,2013,Legoland,0,56,0.000000
Echo Base,2009,Star Wars Episode 4/5/6,0,92,0.000000
Spider-Man: Daily Bugle Showdown,2013,Spider-Man,12,184,0.065217
Gali Nuva,2002,Toa Nuva,1,24,0.041667
Giraffes,2015,Pick A Model,0,14,0.000000
Winter Toy Shop,2009,Christmas,1,287,0.003484
9-Volt Connecting Leads,1998,Technic,0,3,0.000000
Santa's Visit,2015,Christmas,0,91,0.000000
Advent Calendar 2010 City (Day 10) Man with Suitcase,2010,City,0,6,0.000000
"Advent Calendar 2001, Creator (Day 24) Present",2001,Advent Sub-Set,0,4,0.000000
Prehistoric Creatures,2004,Designer Sets,0,168,0.000000
Farm Set,1974,Building Set with People,0,117,0.000000
Harry and the Marauder's Map,2004,Prisoner of Azkaban,3,62,0.048387
Big Farm,2005,Duplo,1,45,0.022222
My First Tractor,2015,Duplo,4,12,0.333333
Ferris Wheel,2015,Creator,1,313,0.003195
Lightsaber Duel,1999,Star Wars Episode 1,0,31,0.000000
Space Alien - Complete Set,2011,Series 3 Minifigures,2,6,0.333333
Plane Accessories,1991,Service Packs,0,11,0.000000
"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,Technic,0,2,0.000000
Batman: Killer Croc Sewer Smash,2016,Batman,7,226,0.030973
BrickMaster,2007,Creator,0,38,0.000000
Space Patroller,1988,Futuron,0,32,0.000000
2 Large Shock Absorbers / Large Shock Absorbers,1994,Technic,0,1,0.000000
F1 Race Car,1993,Race,0,22,0.000000
"Golf Bag, Balls & Clubs (Legoland California)",2006,Legoland Parks,0,28,0.000000
Flamzer,2015,Series 4,0,35,0.000000
Flash Turbo,2002,Drome Racers,2,22,0.090909
Skeletons' Prison Carriage,2007,Fantasy Era,0,80,0.000000
Advent Calendar 1999 (Day 10) Santa Minifig,1999,Advent Sub-Set,0,5,0.000000
Dagobah Mini-Build,2015,Star Wars,0,57,0.000000
Train Power Pick-Up Blocks,1977,Train,0,1,0.000000
Farnsworth House,2011,Architecture,1,54,0.018519
1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version),1962,Architecture,0,4,0.000000
Motorized Simple Machines Set,1997,Technic,2,2,1.000000
Vet,2011,Duplo,0,4,0.000000
Assorted Light Gray Plates,2004,Bulk Bricks,0,17,0.000000
Medieval Market Village,2009,Fantasy Era,2,321,0.006231
Marjorie Mouse,1982,Fabuland,2,3,0.666667
Head Light Brick,1994,Train,0,3,0.000000
Advent Calendar 2014 City (Day 15) Dog with Bone and Food Dish,2014,City,0,4,0.000000
Heartlake Pet Salon,2013,Friends,1,140,0.007143
Doors and Windows Parts Pack,1980,Supplemental,0,12,0.000000
Turahk,2003,Rahkshi,0,21,0.000000
Big Rig Snow Getaway,2014,Teenage Mutant Ninja Turtles,8,252,0.031746
Fire Engine with Firemen,1975,Fire,0,32,0.000000
Bridge,2005,Disney's Mickey Mouse,1,8,0.125000
"Liftarms & Triangles / Liftarms, Triangles",1995,Technic,0,3,0.000000
Cyber Challenge,1998,Competition,0,46,0.000000
Advent Calendar 2004 Creator (Day 22) Sailing Ship,2004,Creator,0,16,0.000000
MC vs. Stinger,1998,Competition,0,47,0.000000
The Tinderbox,2005,Fairy-Tale,8,60,0.133333
Heart 2012,2012,Seasonal,0,17,0.000000
Lava fighter,2016,Nexo Knights,0,11,0.000000
Advent Calendar 2004 Clikits (Day 18) Paper Clip / Hair Clip,2004,Clikits,0,9,0.000000
Drilldozer,2011,Villains,2,33,0.060606
Matoro,2003,Matoran of Mata Nui,0,23,0.000000
Renegade Runner,1993,Pirates I,2,107,0.018692
Police Station,1983,Police,1,126,0.007937
Ninja Shogun's Small Fort,1999,Ninja,0,18,0.000000
Straight Road Plates (without crosswalk),1983,Supplemental,0,1,0.000000
Knights' Attack Barge,2005,Knights Kingdom II,1,84,0.011905
Army Men on Patrol,2010,Toy Story,1,38,0.026316
38 Slimbricks Assorted Sizes,1965,Supplemental,0,30,0.000000
Amusement Park,2005,Factory,0,240,0.000000
Zorch,2014,Series 1,0,27,0.000000
Berlin,2016,Skylines,4,89,0.044944
The LEGO Ideas Book - Unlock Your Imagination [ISBN-13 9780756686062],2009,Books,1,1,1.000000
Advent Calendar 2011 Star Wars (Day 22) - A-wing Fighter,2011,Star Wars,0,7,0.000000
Donald Duck,2016,Disney,0,6,0.000000
2 x 3 Plates - White (architectural hobby und modelbau version),1962,Architecture,0,3,0.000000
21 8-Stud Bricks,1969,Supplemental,0,6,0.000000
FIRST LEGO League Challenge 2011 - Food Factor,2011,FIRST LEGO League,0,313,0.000000
Dump Truck,1980,Construction,0,25,0.000000
"Advent Calendar 2012, City (Day  9) Mechanic with Wrench",2012,Advent Sub-Set,0,7,0.000000
Forestmen's Crossing,1990,Forestmen,2,80,0.025000
Giant Box,2009,Basic Set,0,130,0.000000
House,2008,Building,0,18,0.000000
Rockoh T3,2008,Battle Vehicles,0,90,0.000000
Onyx + Power (8512 + 8514),2000,RoboRiders,0,25,0.000000
Rescue Helicopter,1974,Fire,0,27,0.000000
Rocking Horse,2012,Christmas,0,23,0.000000
Truck with Flatbed,1967,Cargo,0,27,0.000000
Raid Zeppelin,2016,Ninjago,3,175,0.017143
Clay's Rumble Blade,2016,Nexo Knights,1,140,0.007143
Mighty Micros: Batman™ vs. Catwoman™,2016,Super Heroes,5,55,0.090909
Car and Caravan,2012,Traffic,0,104,0.000000
